GohirA02G060800	W_box_WRKY	2.0262	-112	-107
GohirA02G060800	W_box_WRKY	2.0262	-139	-134
GohirA02G060800	HSE1_HSF	0.7518	-196	-189
GohirA02G060800	HSE1_HSF	0.7518	-253	-246

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G062600	Nac_box_NAC	3.3650	-56	-51
GohirA02G062600	Myb_box3_MYB	2.7172	-457	-452
GohirA02G062600	Myb_box3_MYB	2.7172	-868	-863
GohirA02G062600	HSE1_HSF	2.2850	-293	-286
GohirA02G062600	Myb_box5_MYB	2.7253	-860	-855
GohirA02G062600	Myb_box1_MYB	2.0146	-868	-863
GohirA02G062600	Myb_box1_MYB	2.0146	-457	-452

No TFBS found
Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G089400	N_box_bHLH	3.6150	-272	-267
GohirA02G089400	Myb_box2_MYB	3.1077	-895	-890
GohirA02G089400	Myb_box5_MYB	3.0254	-226	-221
GohirA02G089400	Nac_box_NAC	3.1673	-932	-927

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G090500	Myb_box5_MYB	2.4248	-620	-615
GohirA02G090500	G_box_bHLH	2.7889	-522	-517
GohirA02G090500	HSE1_HSF	1.0373	-242	-235
GohirA02G090500	Nac_box_NAC	2.2029	-741	-736
GohirA02G090500	Nac_box_NAC	2.2029	-463	-458
GohirA02G090500	Nac_box_NAC	2.2029	-850	-845
GohirA02G090500	Nac_box_NAC	2.2029	-124	-119
GohirA02G090500	Nac_box_NAC	2.2029	-451	-446
GohirA02G090500	Myb_box1_MYB	0.9618	-536	-531
GohirA02G090500	N_box_bHLH	2.9465	-635	-630
GohirA02G090500	Myb_box3_MYB	1.6901	-536	-531
GohirA02G090500	G_box2_bZIP	1.6884	-554	-549

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G098000	Myb_box5_MYB	2.0054	-230	-225
GohirA02G098000	Myb_box5_MYB	2.0054	-88	-83
GohirA02G098000	Myb_box5_MYB	2.0054	-146	-141
GohirA02G098000	Myb_box5_MYB	2.0054	-528	-523
GohirA02G098000	Myb_box3_MYB	2.1322	-113	-108
GohirA02G098000	Myb_box3_MYB	2.1322	-812	-807
GohirA02G098000	N_box_bHLH	2.6803	-505	-500
GohirA02G098000	HSE1_HSF	0.9320	-792	-785
GohirA02G098000	Myb_box1_MYB	2.1243	-230	-225
GohirA02G098000	Myb_box1_MYB	2.1243	-528	-523

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G106600	W_box_WRKY	2.6846	-103	-98
GohirA02G106600	G_box_bHLH	4.1146	-383	-378
GohirA02G106600	Myb_box5_MYB	3.4525	-527	-522
GohirA02G106600	Myb_box1_MYB	2.6683	-60	-55
GohirA02G106600	Myb_box2_MYB	3.3907	-461	-456
GohirA02G106600	HSE1_HSF	0.4623	-960	-953

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G112401	Myb_box4_MYB	2.3936	-865	-859
GohirA02G112401	HSE1_HSF	1.3712	-419	-412
GohirA02G112401	HSE1_HSF	1.3712	-718	-711
GohirA02G112401	W_box_WRKY	1.2563	-163	-158
GohirA02G112401	Myb_box1_MYB	2.7238	-945	-940
GohirA02G112401	Myb_box5_MYB	2.6115	-306	-301
GohirA02G112401	Myb_box5_MYB	2.6115	-945	-940
GohirA02G112401	Myb_box2_MYB	2.4712	-536	-531
GohirA02G112401	Myb_box2_MYB	2.4712	-305	-300
GohirA02G112401	Myb_box2_MYB	2.4712	-464	-459
GohirA02G112401	N_box_bHLH	2.5249	-141	-136
GohirA02G112401	HBE_HB	1.2702	-292	-284

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G112711	Myb_box5_MYB	2.8308	-630	-625
GohirA02G112711	Myb_box1_MYB	2.1243	-221	-216
GohirA02G112711	Myb_box3_MYB	2.8213	-221	-216

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G119800	Myb_box3_MYB	2.4131	-600	-595
GohirA02G119800	G_box2_bZIP	2.4449	-302	-297
GohirA02G119800	Myb_box2_MYB	3.2136	-247	-242
GohirA02G119800	Myb_box2_MYB	3.2136	-608	-603
GohirA02G119800	Nac_box_NAC	3.0768	-288	-283
GohirA02G119800	G_box_bHLH	3.6620	-482	-477
GohirA02G119800	Myb_box1_MYB	2.4475	-613	-608
GohirA02G119800	HSE1_HSF	1.9186	-208	-201
GohirA02G119800	Myb_box5_MYB	3.1190	-607	-602

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G124200	HSE1_HSF	1.9292	-638	-631
GohirA02G124200	HSE1_HSF	1.9292	-527	-520
GohirA02G124200	W_box_WRKY	1.7648	-139	-134
GohirA02G124200	W_box_WRKY	1.7648	-392	-387
GohirA02G124200	W_box_WRKY	1.7648	-380	-375
GohirA02G124200	Myb_box5_MYB	3.0518	-100	-95

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G124250	DREB_AP2_EREBP	2.9056	-577	-572
GohirA02G124250	Myb_box1_MYB	3.0818	-848	-843
GohirA02G124250	Myb_box3_MYB	2.3492	-445	-440
GohirA02G124250	Myb_box5_MYB	2.9612	-848	-843
GohirA02G124250	HSE1_HSF	1.8084	-410	-403
GohirA02G124250	AuxRE_ARF	3.0167	-466	-461
GohirA02G124250	Myb_box2_MYB	2.8824	-115	-110
GohirA02G124250	W_box_WRKY	1.6789	-523	-518
GohirA02G124250	Nac_box_NAC	3.0439	-54	-49

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G124300	Myb_box1_MYB	1.8932	-396	-391
GohirA02G124300	Myb_box3_MYB	2.6107	-396	-391
GohirA02G124300	Myb_box5_MYB	1.7198	-332	-327
GohirA02G124300	Myb_box5_MYB	1.7198	-396	-391
GohirA02G124300	Myb_box5_MYB	1.7198	-329	-324
GohirA02G124300	Myb_box5_MYB	1.7198	-805	-800
GohirA02G124300	Myb_box5_MYB	1.7198	-807	-802
GohirA02G124300	Myb_box5_MYB	1.7198	-331	-326
GohirA02G124300	HSE1_HSF	1.3806	-375	-368

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G124675	HSE1_HSF	1.5317	-471	-464
GohirA02G124675	Myb_box5_MYB	2.0085	-152	-147
GohirA02G124675	Nac_box_NAC	2.7556	-549	-544

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G128700	HSE1_HSF	0.6238	-540	-533
GohirA02G128700	Myb_box1_MYB	3.3835	-927	-922
GohirA02G128700	G_box_bHLH	3.9282	-317	-312
GohirA02G128700	AuxRE_ARF	3.2465	-342	-337
GohirA02G128700	Myb_box5_MYB	3.2550	-927	-922

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G132900	Myb_box2_MYB	2.8625	-819	-814
GohirA02G132900	Myb_box2_MYB	2.8625	-824	-819
GohirA02G132900	Myb_box5_MYB	2.7650	-32	-27
GohirA02G132900	HSE1_HSF	0.8493	-371	-364
GohirA02G132900	W_box_WRKY	1.4743	-479	-474

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G140600	Myb_box5_MYB	1.9829	-200	-195
GohirA02G140600	Myb_box5_MYB	1.9829	-918	-913
GohirA02G140600	Myb_box3_MYB	2.8155	-918	-913
GohirA02G140600	HSE1_HSF	0.8695	-598	-591
GohirA02G140600	Myb_box1_MYB	2.1119	-918	-913

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G143701	Nac_box_NAC	3.0020	-832	-827
GohirA02G143701	Myb_box1_MYB	2.3325	-315	-310
GohirA02G143701	Myb_box1_MYB	2.3325	-317	-312
GohirA02G143701	AuxRE_ARF	2.9864	-333	-328
GohirA02G143701	Myb_box5_MYB	2.2121	-317	-312
GohirA02G143701	Myb_box5_MYB	2.2121	-315	-310
GohirA02G143701	Myb_box5_MYB	2.2121	-672	-667
GohirA02G143701	Myb_box5_MYB	2.2121	-630	-625
GohirA02G143701	HSE1_HSF	0.9857	-682	-675

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G146900	HSE1_HSF	1.8001	-955	-948
GohirA02G146900	Myb_box1_MYB	2.3579	-920	-915
GohirA02G146900	Myb_box1_MYB	2.3579	-866	-861
GohirA02G146900	Myb_box5_MYB	2.2555	-866	-861
GohirA02G146900	Myb_box5_MYB	2.2555	-920	-915
GohirA02G146900	Myb_box2_MYB	2.9794	-41	-36
GohirA02G146900	Myb_box2_MYB	2.9794	-912	-907
GohirA02G146900	Nac_box_NAC	2.9492	-574	-569
GohirA02G146900	G_box2_bZIP	2.3212	-221	-216
GohirA02G146900	Myb_box4_MYB	2.8779	-889	-883

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G155300	W_box_WRKY	2.1428	-993	-988
GohirA02G155300	Myb_box1_MYB	2.0860	-139	-134
GohirA02G155300	Myb_box1_MYB	2.0860	-235	-230
GohirA02G155300	GCC_box_AP2_EREBP	3.9174	-9	-4
GohirA02G155300	Myb_box5_MYB	1.9798	-87	-82
GohirA02G155300	Myb_box5_MYB	1.9798	-139	-134
GohirA02G155300	Myb_box5_MYB	1.9798	-167	-162
GohirA02G155300	Myb_box5_MYB	1.9798	-89	-84
GohirA02G155300	Myb_box5_MYB	1.9798	-235	-230
GohirA02G155300	Myb_box5_MYB	1.9798	-285	-280

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G165300	N_box_bHLH	3.5756	-566	-561
GohirA02G165300	HBE_HB	2.2883	-986	-978
GohirA02G165300	Myb_box3_MYB	2.7799	-371	-366
GohirA02G165300	Myb_box3_MYB	2.7799	-545	-540
GohirA02G165300	Myb_box5_MYB	1.9189	-36	-31
GohirA02G165300	Myb_box5_MYB	1.9189	-545	-540
GohirA02G165300	Myb_box5_MYB	1.9189	-371	-366
GohirA02G165300	Myb_box5_MYB	1.9189	-417	-412
GohirA02G165300	Myb_box1_MYB	2.0719	-371	-366
GohirA02G165300	Myb_box1_MYB	2.0719	-545	-540
GohirA02G165300	HSE1_HSF	2.4231	-362	-355

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G167300	G_box_bHLH	3.5814	-767	-762
GohirA02G167300	G_box_bHLH	3.5814	-657	-652
GohirA02G167300	W_box_WRKY	1.6950	-53	-48
GohirA02G167300	W_box_WRKY	1.6950	-14	-9
GohirA02G167300	W_box_WRKY	1.6950	-571	-566
GohirA02G167300	Myb_box1_MYB	3.1121	-800	-795
GohirA02G167300	Myb_box2_MYB	3.1063	-273	-268
GohirA02G167300	C_ABRE_bZIP	4.0949	-779	-774
GohirA02G167300	Nac_box_NAC	3.0398	-764	-759
GohirA02G167300	HSE1_HSF	0.4389	-753	-746
GohirA02G167300	Myb_box5_MYB	3.0285	-800	-795
GohirA02G167300	Myb_box4_MYB	3.0113	-123	-117

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G171600	Myb_box2_MYB	2.9633	-788	-783
GohirA02G171600	W_box_WRKY	1.4980	-312	-307
GohirA02G171600	DREB_AP2_EREBP	3.5535	-711	-706
GohirA02G171600	DREB_AP2_EREBP	3.5535	-970	-965
GohirA02G171600	Myb_box5_MYB	3.0138	-635	-630

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G179000	N_box_bHLH	3.4113	-698	-693
GohirA02G179000	Myb_box2_MYB	3.3290	-632	-627
GohirA02G179000	W_box_WRKY	2.7086	-559	-554
GohirA02G179000	AuxRE_ARF	3.3073	-118	-113
GohirA02G179000	HSE1_HSF	1.3651	-475	-468
GohirA02G179000	Myb_box5_MYB	2.5864	-430	-425
GohirA02G179000	Myb_box5_MYB	2.5864	-743	-738

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA02G179401	DREB_AP2_EREBP	2.9487	-725	-720
GohirA02G179401	Myb_box1_MYB	2.2603	-102	-97
GohirA02G179401	Myb_box5_MYB	2.2146	-100	-95
GohirA02G179401	Myb_box5_MYB	2.2146	-102	-97
GohirA02G179401	W_box_WRKY	2.2786	-49	-44
GohirA02G179401	AuxRE_ARF	2.9323	-39	-34
GohirA02G179401	AuxRE_ARF	2.9323	-441	-436

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G006340	Myb_box5_MYB	2.9123	-649	-644
GohirA03G006340	Myb_box1_MYB	2.9861	-649	-644
GohirA03G006340	G_box_bHLH	3.4256	-750	-745
GohirA03G006340	HSE1_HSF	0.2242	-973	-966
GohirA03G006340	HSE1_HSF	0.2242	-686	-679
GohirA03G006340	HSE1_HSF	0.2242	-484	-477
GohirA03G006340	Myb_box4_MYB	2.8534	-762	-756
GohirA03G006340	G_box1_bZIP	4.1868	-751	-744

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G008600	Myb_box4_MYB	4.0925	-382	-376
GohirA03G008600	Myb_box5_MYB	2.1363	-253	-248
GohirA03G008600	Myb_box5_MYB	2.1363	-383	-378
GohirA03G008600	Myb_box5_MYB	2.1363	-553	-548
GohirA03G008600	Myb_box1_MYB	2.2648	-253	-248
GohirA03G008600	Myb_box3_MYB	2.9852	-253	-248

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G009700	Myb_box1_MYB	2.2047	-310	-305
GohirA03G009700	Myb_box3_MYB	2.9491	-310	-305
GohirA03G009700	Myb_box5_MYB	2.9175	-326	-321
GohirA03G009700	HSE1_HSF	0.9064	-688	-681

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G014300	Myb_box5_MYB	1.6087	-417	-412
GohirA03G014300	Myb_box5_MYB	1.6087	-14	-9
GohirA03G014300	Myb_box5_MYB	1.6087	-117	-112
GohirA03G014300	Myb_box5_MYB	1.6087	-146	-141
GohirA03G014300	W_box_WRKY	2.5805	-420	-415
GohirA03G014300	Nac_box_NAC	3.1769	-373	-368
GohirA03G014300	Nac_box_NAC	3.1769	-352	-347
GohirA03G014300	HSE1_HSF	1.9961	-968	-961

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G017058	Myb_box1_MYB	2.4571	-258	-253
GohirA03G017058	Myb_box1_MYB	2.4571	-410	-405
GohirA03G017058	Myb_box5_MYB	2.3572	-410	-405
GohirA03G017058	Myb_box5_MYB	2.3572	-258	-253
GohirA03G017058	AuxRE_ARF	2.9723	-949	-944
GohirA03G017058	Myb_box2_MYB	3.1141	-36	-31
GohirA03G017058	Myb_box2_MYB	3.1141	-358	-353
GohirA03G017058	N_box_bHLH	3.1282	-50	-45

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G025600	Myb_box5_MYB	2.1453	-255	-250
GohirA03G025600	W_box_WRKY	1.5260	-706	-701
GohirA03G025600	Myb_box2_MYB	3.0019	-41	-36

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G025700	Myb_box1_MYB	2.9795	-511	-506
GohirA03G025700	Myb_box5_MYB	2.9692	-511	-506
GohirA03G025700	G_box_bHLH	3.4649	-232	-227
GohirA03G025700	Myb_box3_MYB	2.2060	-868	-863
GohirA03G025700	W_box_WRKY	2.3244	-329	-324
GohirA03G025700	W_box_WRKY	2.3244	-395	-390
GohirA03G025700	HSE1_HSF	0.9355	-779	-772

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G028700	G_box2_bZIP	2.7472	-240	-235
GohirA03G028700	Myb_box5_MYB	2.5258	-584	-579
GohirA03G028700	Myb_box1_MYB	1.8764	-180	-175
GohirA03G028700	Myb_box3_MYB	2.6115	-180	-175

No TFBS found
Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G048700	W_box_WRKY	3.5498	-479	-474
GohirA03G048700	HSE1_HSF	1.3610	-47	-40
GohirA03G048700	Myb_box5_MYB	2.4667	-214	-209
GohirA03G048700	Myb_box5_MYB	2.4667	-149	-144
GohirA03G048700	Myb_box5_MYB	2.4667	-488	-483
GohirA03G048700	Myb_box1_MYB	2.6621	-488	-483
GohirA03G048700	Myb_box3_MYB	3.3916	-488	-483

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G049500	Myb_box1_MYB	2.8490	-462	-457
GohirA03G049500	Myb_box4_MYB	3.6522	-928	-922
GohirA03G049500	Myb_box2_MYB	3.7246	-565	-560
GohirA03G049500	Myb_box5_MYB	2.7802	-961	-956
GohirA03G049500	Myb_box5_MYB	2.7802	-462	-457
GohirA03G049500	Myb_box5_MYB	2.7802	-959	-954

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G054200	AuxRE_ARF	2.8138	-670	-665
GohirA03G054200	Myb_box5_MYB	2.9324	-215	-210
GohirA03G054200	Myb_box1_MYB	3.0050	-215	-210
GohirA03G054200	DREB_AP2_EREBP	2.8383	-357	-352
GohirA03G054200	Myb_box3_MYB	2.2841	-944	-939
GohirA03G054200	HSE1_HSF	0.4104	-535	-528
GohirA03G054200	W_box_WRKY	2.3514	-381	-376

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G065000	Myb_box5_MYB	2.4191	-145	-140
GohirA03G065000	Myb_box5_MYB	2.4191	-631	-626
GohirA03G065000	Myb_box5_MYB	2.4191	-538	-533
GohirA03G065000	HSE1_HSF	0.5420	-428	-421

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G068600	Myb_box1_MYB	2.4714	-115	-110
GohirA03G068600	Myb_box2_MYB	3.2747	-839	-834
GohirA03G068600	Myb_box5_MYB	2.4236	-115	-110
GohirA03G068600	Myb_box5_MYB	2.4236	-920	-915
GohirA03G068600	Myb_box5_MYB	2.4236	-683	-678
GohirA03G068600	Myb_box5_MYB	2.4236	-731	-726
GohirA03G068600	Myb_box4_MYB	3.1962	-852	-846

No TFBS found
Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G087200	AuxRE_ARF	3.4388	-780	-775
GohirA03G087200	Nac_box_NAC	3.5714	-538	-533
GohirA03G087200	Myb_box5_MYB	2.6980	-969	-964
GohirA03G087200	N_box_bHLH	4.1878	-753	-748
GohirA03G087200	Myb_box1_MYB	2.8329	-969	-964
GohirA03G087200	W_box_WRKY	2.0500	-285	-280
GohirA03G087200	Myb_box2_MYB	3.4687	-851	-846

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G087700	Myb_box5_MYB	3.3982	-896	-891
GohirA03G087700	Myb_box1_MYB	3.4605	-896	-891
GohirA03G087700	W_box_WRKY	2.6705	-978	-973
GohirA03G087700	Myb_box4_MYB	3.2952	-866	-860

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G088066	Myb_box1_MYB	2.2752	-491	-486
GohirA03G088066	Myb_box1_MYB	2.2752	-293	-288
GohirA03G088066	Myb_box5_MYB	2.1651	-491	-486
GohirA03G088066	Myb_box5_MYB	2.1651	-293	-288
GohirA03G088066	W_box_WRKY	1.6142	-136	-131

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G090700	Myb_box5_MYB	2.8509	-495	-490
GohirA03G090700	Myb_box2_MYB	3.7225	-703	-698
GohirA03G090700	Myb_box1_MYB	3.0070	-495	-490

No TFBS found
Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G094000	Myb_box2_MYB	3.1525	-435	-430
GohirA03G094000	W_box_WRKY	1.7492	-99	-94
GohirA03G094000	HSE1_HSF	1.1649	-208	-201
GohirA03G094000	Nac_box_NAC	3.0069	-278	-273
GohirA03G094000	Myb_box3_MYB	2.3299	-895	-890
GohirA03G094000	Myb_box5_MYB	2.2268	-434	-429
GohirA03G094000	Myb_box5_MYB	2.2268	-173	-168
GohirA03G094000	Myb_box1_MYB	1.6454	-895	-890

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G096300	Myb_box5_MYB	2.9132	-13	-8
GohirA03G096300	Myb_box3_MYB	2.9579	-467	-462
GohirA03G096300	Myb_box3_MYB	2.9579	-117	-112
GohirA03G096300	Myb_box1_MYB	3.0352	-13	-8

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G098700	Myb_box5_MYB	3.3031	-769	-764
GohirA03G098700	HSE1_HSF	0.4489	-522	-515
GohirA03G098700	G_box_bHLH	3.8470	-232	-227
GohirA03G098700	HBE_HB	1.8725	-924	-916

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G115300	AuxRE_ARF	3.1225	-186	-181
GohirA03G115300	HSE1_HSF	0.4531	-600	-593
GohirA03G115300	HSE1_HSF	0.4531	-66	-59
GohirA03G115300	Myb_box5_MYB	2.3503	-455	-450
GohirA03G115300	W_box_WRKY	2.4748	-445	-440

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G120600	W_box_WRKY	1.7655	-980	-975
GohirA03G120600	AuxRE_ARF	3.0869	-13	-8
GohirA03G120600	G_box2_bZIP	2.4795	-530	-525
GohirA03G120600	Nac_box_NAC	3.1098	-768	-763
GohirA03G120600	Nac_box_NAC	3.1098	-325	-320
GohirA03G120600	Myb_box5_MYB	2.3438	-384	-379

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G128800	W_box_WRKY	2.0312	-76	-71
GohirA03G128800	Myb_box5_MYB	1.0180	-282	-277
GohirA03G128800	Myb_box5_MYB	1.0180	-785	-780
GohirA03G128800	Myb_box5_MYB	1.0180	-870	-865
GohirA03G128800	Myb_box5_MYB	1.0180	-469	-464
GohirA03G128800	Myb_box5_MYB	1.0180	-787	-782
GohirA03G128800	HSE1_HSF	1.2632	-838	-831

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G129600	Myb_box1_MYB	2.3101	-53	-48
GohirA03G129600	Nac_box_NAC	2.9426	-419	-414
GohirA03G129600	W_box_WRKY	2.4172	-154	-149
GohirA03G129600	Myb_box5_MYB	2.2204	-236	-231
GohirA03G129600	Myb_box5_MYB	2.2204	-53	-48
GohirA03G129600	G_box2_bZIP	2.3377	-943	-938
GohirA03G129600	AuxRE_ARF	3.0155	-114	-109
GohirA03G129600	N_box_bHLH	2.9024	-263	-258

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G139400	AuxRE_ARF	2.9579	-561	-556
GohirA03G139400	HSE1_HSF	1.7963	-571	-564
GohirA03G139400	HSE1_HSF	1.7963	-211	-204
GohirA03G139400	W_box_WRKY	2.3755	-653	-648
GohirA03G139400	Myb_box5_MYB	2.2350	-650	-645
GohirA03G139400	Myb_box5_MYB	2.2350	-648	-643
GohirA03G139400	Myb_box5_MYB	2.2350	-387	-382
GohirA03G139400	Myb_box2_MYB	2.9450	-635	-630
GohirA03G139400	Myb_box2_MYB	2.9450	-649	-644
GohirA03G139400	Myb_box2_MYB	2.9450	-515	-510
GohirA03G139400	Myb_box2_MYB	2.9450	-631	-626
GohirA03G139400	Myb_box1_MYB	2.3538	-387	-382

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G140300	Myb_box3_MYB	2.6688	-132	-127
GohirA03G140300	Myb_box1_MYB	2.7189	-999	-994
GohirA03G140300	Myb_box1_MYB	2.7189	-896	-891
GohirA03G140300	Myb_box5_MYB	3.4289	-997	-992

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G140700	DREB_AP2_EREBP	2.4938	-276	-271
GohirA03G140700	Myb_box5_MYB	1.8273	-665	-660
GohirA03G140700	Myb_box5_MYB	1.8273	-36	-31
GohirA03G140700	Myb_box5_MYB	1.8273	-38	-33

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G146501	AuxRE_ARF	2.0967	-203	-198
GohirA03G146501	HSE1_HSF	0.9199	-264	-257
GohirA03G146501	DREB_AP2_EREBP	2.0693	-15	-10
GohirA03G146501	Myb_box5_MYB	1.4872	-349	-344
GohirA03G146501	W_box_WRKY	0.9144	-251	-246

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G160075	Myb_box5_MYB	2.0853	-662	-657
GohirA03G160075	Myb_box5_MYB	2.0853	-624	-619
GohirA03G160075	Myb_box5_MYB	2.0853	-664	-659
GohirA03G160075	W_box_WRKY	2.2048	-978	-973
GohirA03G160075	HSE1_HSF	1.5539	-190	-183

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G161150	Myb_box5_MYB	3.1520	-660	-655
GohirA03G161150	HSE1_HSF	0.6526	-899	-892
GohirA03G161150	Myb_box1_MYB	3.2763	-660	-655
GohirA03G161150	G_box2_bZIP	2.5678	-18	-13

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G170700	W_box_WRKY	1.9264	-807	-802
GohirA03G170700	HSE1_HSF	0.7211	-959	-952
GohirA03G170700	Myb_box5_MYB	1.7470	-41	-36
GohirA03G170700	Myb_box5_MYB	1.7470	-878	-873
GohirA03G170700	Myb_box5_MYB	1.7470	-880	-875
GohirA03G170700	HBE_HB	2.0146	-427	-419

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G171800	HSE1_HSF	0.6714	-696	-689
GohirA03G171800	Myb_box5_MYB	1.7708	-509	-504
GohirA03G171800	Myb_box5_MYB	1.7708	-563	-558
GohirA03G171800	N_box_bHLH	3.3451	-378	-373
GohirA03G171800	W_box_WRKY	2.7104	-242	-237

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G172000	AuxRE_ARF	2.6270	-849	-844
GohirA03G172000	Myb_box5_MYB	0.3927	-553	-548
GohirA03G172000	Myb_box5_MYB	0.3927	-531	-526
GohirA03G172000	HSE1_HSF	-0.0279	-808	-801
GohirA03G172000	W_box_WRKY	2.1834	-359	-354

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G175900	Myb_box3_MYB	2.6265	-762	-757
GohirA03G175900	Myb_box5_MYB	1.7479	-234	-229
GohirA03G175900	Myb_box5_MYB	1.7479	-663	-658
GohirA03G175900	Myb_box5_MYB	1.7479	-762	-757
GohirA03G175900	G_box2_bZIP	2.6828	-131	-126
GohirA03G175900	Myb_box1_MYB	1.8993	-762	-757
GohirA03G175900	Myb_box2_MYB	3.5280	-383	-378
GohirA03G175900	AuxRE_ARF	3.3336	-430	-425

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G188300	HSE1_HSF	1.4560	-689	-682
GohirA03G188300	DREB_AP2_EREBP	3.3098	-243	-238
GohirA03G188300	Myb_box5_MYB	2.5480	-858	-853

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA03G192700	Myb_box1_MYB	1.9444	-335	-330
GohirA03G192700	HSE1_HSF	0.7183	-765	-758
GohirA03G192700	Myb_box3_MYB	2.6493	-335	-330
GohirA03G192700	G_ABRE_bZIP	4.4300	-985	-978
GohirA03G192700	Myb_box5_MYB	1.8309	-335	-330
GohirA03G192700	G_box_bHLH	3.9507	-985	-980

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA04G002400	Myb_box3_MYB	2.3711	-117	-112
GohirA04G002400	HSE1_HSF	0.3191	-253	-246
GohirA04G002400	Myb_box5_MYB	2.3174	-565	-560
GohirA04G002400	Myb_box5_MYB	2.3174	-184	-179
GohirA04G002400	Myb_box5_MYB	2.3174	-645	-640
GohirA04G002400	Myb_box5_MYB	2.3174	-15	-10
GohirA04G002400	W_box_WRKY	1.7006	-477	-472
GohirA04G002400	Myb_box1_MYB	2.3956	-645	-640
GohirA04G002400	Myb_box1_MYB	2.3956	-565	-560

No TFBS found
Gene	 TF_Name	 Z-Score	 Start	 End
GohirA04G012610	G_box2_bZIP	2.4364	-163	-158
GohirA04G012610	G_box2_bZIP	2.4364	-800	-795
GohirA04G012610	Myb_box5_MYB	1.5067	-503	-498
GohirA04G012610	Myb_box5_MYB	1.5067	-91	-86
GohirA04G012610	HSE1_HSF	1.1361	-119	-112
GohirA04G012610	W_box_WRKY	1.7308	-106	-101

Gene	 TF_Name	 Z-Score	 Start	 End
GohirA04G013500	Myb_box3_MYB	2.6010	-474	-469
GohirA04G013500	Myb_box3_MYB	2.6010	-309	-304
GohirA04G013500	W_box_WRKY	1.9587	-400	-395
GohirA04G013500	HSE1_HSF	1.4417	-640	-633
